"","model_name","strata","variable","year","log_pred","sd_log_pred","pred","pred_lci","pred_uci","obs","obs_cv","log_obs","sd_log_obs","obs_lci","obs_uci"
"1","longnose_skate_one","GOA","biomass_pred",1990,9.62905206889892,0.176870571173479,15200.0207033953,10747.1095622763,21497.9318899499,11995,0.223337811204113,9.39224517527379,0.220625611361947,7784.01011197839,18484.0490865487
"2","longnose_skate_one","GOA","biomass_pred",1991,9.69690842320929,0.167123075413293,16267.2379626201,11723.5300245418,22571.9583076558,NA,NA,NA,NA,NA,NA
"3","longnose_skate_one","GOA","biomass_pred",1992,9.76476477751966,0.145780313233129,17409.3862170464,13082.6291992398,23167.1114298565,NA,NA,NA,NA,NA,NA
"4","longnose_skate_one","GOA","biomass_pred",1993,9.83262113183003,0.10605909258281,18631.7264892009,15134.7564598146,22936.6909794755,17802.5,0.122278136529023,9.78709417585628,0.121824727591133,14021.1488004766,22603.6404548554
"5","longnose_skate_one","GOA","biomass_pred",1994,9.94326388642352,0.128924403889582,20811.560122494,16164.5636787879,26794.4773109186,NA,NA,NA,NA,NA,NA
"6","longnose_skate_one","GOA","biomass_pred",1995,10.053906641017,0.128703903648386,23246.4251223967,18063.5545257031,29916.3866227023,NA,NA,NA,NA,NA,NA
"7","longnose_skate_one","GOA","biomass_pred",1996,10.1645493956105,0.105252600004162,25966.159086128,21125.9641268159,31915.2969132552,26225.7,0.136205992741769,10.174495124996,0.135580536929791,20105.7707656353,34208.4543043514
"8","longnose_skate_one","GOA","biomass_pred",1997,10.2676455737957,0.130348309583935,28786.0327289249,22296.1117568328,37165.0308048349,NA,NA,NA,NA,NA,NA
"9","longnose_skate_one","GOA","biomass_pred",1998,10.3707417519808,0.132582651364021,31912.139085423,24609.4188896368,41381.9044478222,NA,NA,NA,NA,NA,NA
"10","longnose_skate_one","GOA","biomass_pred",1999,10.473837930166,0.113316118454561,35377.7344241009,28331.8649205326,44175.8456950416,39333.3,0.139135442153696,10.5798267673217,0.138469043053939,29984.3971384345,51597.1183861785
"11","longnose_skate_one","GOA","biomass_pred",2000,10.4998326167545,0.136559006250396,36309.4245762489,27783.0633703396,47452.4459554652,NA,NA,NA,NA,NA,NA
"12","longnose_skate_one","GOA","biomass_pred",2001,10.5258273033431,0.139517217629898,37265.6512498485,28349.8943230027,48985.3241515803,NA,NA,NA,NA,NA,NA
"13","longnose_skate_one","GOA","biomass_pred",2002,10.5518219899317,0.123655239205163,38247.0606263407,30015.2893130955,48736.4166740432,NA,NA,NA,NA,NA,NA
"14","longnose_skate_one","GOA","biomass_pred",2003,10.5778166765202,0.0782627286209045,39254.3159046745,33672.0887810935,45761.975954672,39603,0.0909288504291315,10.5866601519489,0.0907417363154504,33150.3852470721,47311.595244237
"15","longnose_skate_one","GOA","biomass_pred",2004,10.58883118981,0.101535500732308,39689.0730124921,32526.9828443416,48428.1780492577,NA,NA,NA,NA,NA,NA
