"","model_name","strata","variable","year","log_pred","sd_log_pred","pred","pred_lci","pred_uci","obs","obs_cv","log_obs","sd_log_obs","obs_lci","obs_uci"
"1","big_skate_one","GOA","biomass_pred",1990,10.4580384838802,0.228302427076062,34823.1781858651,22260.6082494204,54475.3191546815,22316.1,0.249768489305193,10.0130636700452,0.245999431141547,13779.1746057903,36142.1009209598
"2","big_skate_one","GOA","biomass_pred",1991,10.49468069284,0.19447784721267,36122.8422251846,24674.1426131938,52883.6908694791,NA,NA,NA,NA,NA,NA
"3","big_skate_one","GOA","biomass_pred",1992,10.5313229017999,0.161179949221819,37471.0120788238,27321.1390658615,51391.5888655532,NA,NA,NA,NA,NA,NA
"4","big_skate_one","GOA","biomass_pred",1993,10.5679651107598,0.128817805961915,38869.4980715678,30196.6675276251,50033.2653910712,39732.6,0.178986360818205,10.5899272883991,0.177577205428548,28053.8838006926,56273.1176180685
"5","big_skate_one","GOA","biomass_pred",1994,10.6011366332045,0.120015185417862,40180.4819553838,31758.3573144931,50836.1032083403,NA,NA,NA,NA,NA,NA
"6","big_skate_one","GOA","biomass_pred",1995,10.6343081556492,0.111301444849279,41535.6824828122,33394.99549694,51660.8220375737,NA,NA,NA,NA,NA,NA
"7","big_skate_one","GOA","biomass_pred",1996,10.667479678094,0.102699210400089,42936.5909853611,35108.3026588452,52510.3951438031,43063.8,0.176266942092462,10.6704380159796,0.174920358452357,30564.6812327763,60674.3075877827
"8","big_skate_one","GOA","biomass_pred",1997,10.7001693842471,0.110739114976271,44363.3689497682,35707.8098523549,55117.0321761828,NA,NA,NA,NA,NA,NA
"9","big_skate_one","GOA","biomass_pred",1998,10.7328590904003,0.118626268920973,45837.5585813107,36328.4287788996,57835.7459245649,NA,NA,NA,NA,NA,NA
"10","big_skate_one","GOA","biomass_pred",1999,10.7655487965534,0.126389272068285,47360.7353642167,36968.828932304,60673.7978729794,54650.4,0.147228614907931,10.9087118128826,0.146440006495499,41015.0632377438,72818.7642390747
"11","big_skate_one","GOA","biomass_pred",2000,10.7649705723418,0.129591880040239,47333.3581561955,36716.2661345088,61020.5511130919,NA,NA,NA,NA,NA,NA
"12","big_skate_one","GOA","biomass_pred",2001,10.7643923481302,0.128663053833579,47305.996773763,36761.904952772,60874.3571268751,NA,NA,NA,NA,NA,NA
"13","big_skate_one","GOA","biomass_pred",2002,10.7638141239186,0.123509620039118,47278.6512077712,37113.6355791803,60227.7525535657,NA,NA,NA,NA,NA,NA
"14","big_skate_one","GOA","biomass_pred",2003,10.7632358997071,0.113557869976672,47251.3214490772,37822.7693642073,59030.2459659889,55396.7,0.163849515621789,10.9222753041742,0.162765520930256,40265.92050854,76213.1929962743
"15","big_skate_one","GOA","biomass_pred",2004,10.7327423082633,0.0999489916689336,45832.2058858224,37678.5363718424,55750.3368928686,NA,NA,NA,NA,NA,NA
"16","big_skate_one","GOA","biomass_pred",2005,10.7022487168196,0.0917648170145452,44455.7111196187,37137.8884845066,53215.4716328443,39319.6,0.161533952709373,10.5794784012694,0.160494854288074,28707.5165214697,53854.5695167939
"17","big_skate_one","GOA","biomass_pred",2006,10.6955063260547,0.0972157908276878,44156.9815509425,36496.3260121818,53425.6247886282,NA,NA,NA,NA,NA,NA
"18","big_skate_one","GOA","biomass_pred",2007,10.6887639352897,0.0957803018039021,43860.2593588878,36353.2174941216,52917.5265254026,39629.5,0.194151125032044,10.5873290694004,0.19235794497415,27182.1129848166,57776.8649231665
"19","big_skate_one","GOA","biomass_pred",2008,10.6956825109695,0.0978238355512118,44164.7620303589,36459.280586651,53498.7573482835,NA,NA,NA,NA,NA,NA
"20","big_skate_one","GOA","biomass_pred",2009,10.7026010866493,0.0951336226455026,44471.3787312107,36906.4869449941,53586.8810597544,44349.3,0.161315820260994,10.6998522040731,0.160280887026279,32393.317745656,60718.0908708792
"21","big_skate_one","GOA","biomass_pred",2010,10.7100528831961,0.106397982882207,44804.0082020196,36370.6230502847,55192.8722307364,NA,NA,NA,NA,NA,NA
"22","big_skate_one","GOA","biomass_pred",2011,10.7175046797428,0.114144137609671,45139.1256182894,36090.5479710687,56456.3514861858,67882.5,0.366264679254926,11.1255335483694,0.354800378819268,33865.0092293482,136070.649650276
"23","big_skate_one","GOA","biomass_pred",2012,10.7088040724553,0.113598378320785,44748.0913973687,35816.1913411741,55907.4432184342,NA,NA,NA,NA,NA,NA
"24","big_skate_one","GOA","biomass_pred",2013,10.7001034651678,0.108388331502635,44360.4446537161,35870.3468126343,54860.0508423936,38233.5,0.255932011078372,10.5514673736378,0.251883491783547,23336.753529138,62639.4121369458
"25","big_skate_one","GOA","biomass_pred",2014,10.7030773847514,0.11265601374393,44492.5654096851,35677.5049305203,55485.6170741265,NA,NA,NA,NA,NA,NA
"26","big_skate_one","GOA","biomass_pred",2015,10.706051304335,0.11354497044016,44625.0796669883,35721.4722892997,55747.9187631797,58047.4,0.170269199031692,10.969015197148,0.16905411467417,41675.77155014,80850.3483302321
"27","big_skate_one","GOA","biomass_pred",2016,10.6631731428576,0.0996098718599295,42752.0806286943,35169.7417138575,51969.1163203003,NA,NA,NA,NA,NA,NA
"28","big_skate_one","GOA","biomass_pred",2017,10.6202949813803,0.0953590947487669,40957.69490434,33975.4875805927,49374.7961055086,33609.9,0.174343626136507,10.4225759454098,0.173040177987019,23942.8119077076,47180.1466913898
"29","big_skate_one","GOA","biomass_pred",2018,10.6103223582683,0.0986846593670146,40551.2691831505,33419.8054270864,49204.518438984,NA,NA,NA,NA,NA,NA
"30","big_skate_one","GOA","biomass_pred",2019,10.6003497351563,0.0953272400859324,40148.8764493455,33306.6307524725,48396.7379385904,43481.8,0.161834111930387,10.6800977387223,0.160789264047146,31728.0546143938,59589.7527982153
"31","big_skate_one","GOA","biomass_pred",2020,10.5750054740744,0.108928160417008,39144.119041211,31618.8962280323,48460.3271556976,NA,NA,NA,NA,NA,NA
"32","big_skate_one","GOA","biomass_pred",2021,10.5496612129924,0.120417704670822,38164.5064824093,30141.1566915959,48323.6117959594,31855.6,0.211352331803204,10.3689684697209,0.209047512381394,21146.7788871441,47987.414857632
"33","big_skate_one","GOA","biomass_pred",2022,10.5449215964271,0.128150236169469,37984.0493419224,29547.4211685065,48829.5745399063,NA,NA,NA,NA,NA,NA
"34","big_skate_one","GOA","biomass_pred",2023,10.5401819798619,0.132306850068089,37804.4454753947,29169.1032101021,48996.2302717325,36593.6,0.186599342489684,10.5076286407111,0.185004962713402,25464.1173350649,52587.3935993857
