"","model_name","strata","variable","year","log_pred","sd_log_pred","pred","pred_lci","pred_uci","obs","obs_cv","log_obs","sd_log_obs","obs_lci","obs_uci"
"1","other_skates_one","GOA","biomass_pred",1990,9.33940989662976,0.240009332201123,11377.6922442717,7108.17102258106,18211.7003648508,13921.4,0.24720692307786,9.54118250354376,0.243550241481911,8637.19193814927,22438.4706682259
"2","other_skates_one","GOA","biomass_pred",1991,8.86109069526031,0.359942755753355,7052.17032014522,3482.88362488888,14279.2902607889,NA,NA,NA,NA,NA,NA
"3","other_skates_one","GOA","biomass_pred",1992,8.38277149389086,0.385793329165071,4371.10664945045,2052.12365100904,9310.63453777508,NA,NA,NA,NA,NA,NA
"4","other_skates_one","GOA","biomass_pred",1993,7.9044522925214,0.339761086309889,2709.31819191748,1392.05005598312,5273.08988172192,1448.7,0.322459304054238,7.27842188154761,0.314518416406604,782.095701049413,2683.47171220086
"5","other_skates_one","GOA","biomass_pred",1994,8.3160224409265,0.387407190483078,4088.86392264173,1913.55548342968,8737.03862922015,NA,NA,NA,NA,NA,NA
"6","other_skates_one","GOA","biomass_pred",1995,8.7275925893316,0.348991539691129,6170.85443406287,3113.74587133033,12229.4644521276,NA,NA,NA,NA,NA,NA
"7","other_skates_one","GOA","biomass_pred",1996,9.1391627377367,0.174842461617468,9312.96447297541,6610.9180417234,13119.4044045798,9745.9,0.18908821421195,9.18460196273107,0.187429998881003,6749.64989626834,14072.2212662486
"8","other_skates_one","GOA","biomass_pred",1997,9.36885267508927,0.33039071874489,11717.6634051032,6132.13812811352,22390.8256478779,NA,NA,NA,NA,NA,NA
"9","other_skates_one","GOA","biomass_pred",1998,9.59854261244185,0.32120567502154,14743.2792290495,7855.67168683021,27669.7259115508,NA,NA,NA,NA,NA,NA
"10","other_skates_one","GOA","biomass_pred",1999,9.82823254979442,0.112316794310966,18550.1387871457,14884.7976343834,23118.0602837011,18879.2,0.115212233093217,9.84581606592038,0.114832629988733,15074.325036464,23644.4545130763
"11","other_skates_one","GOA","biomass_pred",2000,9.87041965141712,0.336774580692159,19349.457297371,10000.1323046325,37439.6544263064,NA,NA,NA,NA,NA,NA
"12","other_skates_one","GOA","biomass_pred",2001,9.91260675303982,0.383372236374884,20183.2181418624,9520.5793028377,42787.5533204777,NA,NA,NA,NA,NA,NA
"13","other_skates_one","GOA","biomass_pred",2002,9.95479385466252,0.336580633061966,21052.9054278619,10884.640390562,40720.2085738004,NA,NA,NA,NA,NA,NA
"14","other_skates_one","GOA","biomass_pred",2003,9.99698095628522,0.111147968889766,21960.0672122348,17661.3681051736,27305.0507239362,21737.6,0.115133602238174,9.98679875899698,0.114754772148541,17359.2978077119,27220.1824632608
"15","other_skates_one","GOA","biomass_pred",2004,10.1478938891787,0.276596875949381,25537.2612268394,14850.2796259162,43915.1132097017,NA,NA,NA,NA,NA,NA
"16","other_skates_one","GOA","biomass_pred",2005,10.2988068220721,0.107150794351928,29697.1637046946,24071.7714595334,36637.1678788166,29997.8,0.111832066326587,10.3088793246219,0.111484760790477,24109.7887363834,37323.7615094502
"17","other_skates_one","GOA","biomass_pred",2006,10.3357632522307,0.275722582783485,30815.1968725591,17950.2068988924,52900.5801238518,NA,NA,NA,NA,NA,NA
"18","other_skates_one","GOA","biomass_pred",2007,10.3727196823892,0.102380500732013,31975.3215403687,26161.85174003,39080.6124035007,32273.5,0.106410931572091,10.3820017390345,0.106111534826779,26213.4247204289,39734.5563717306
"19","other_skates_one","GOA","biomass_pred",2008,10.2937578772521,0.276529097825507,29547.6022453332,17184.6325122048,50804.7406791129,NA,NA,NA,NA,NA,NA
"20","other_skates_one","GOA","biomass_pred",2009,10.214796072115,0.114758030770643,27304.2070068376,21804.5613879167,34190.998250732,27398.8,0.120744944276139,10.2182544957967,0.120308290588505,21643.37277547,34684.7161589721
"21","other_skates_one","GOA","biomass_pred",2010,10.1022357720455,0.276188967894074,24397.4957311665,14198.8370457062,41921.5880875463,NA,NA,NA,NA,NA,NA
"22","other_skates_one","GOA","biomass_pred",2011,9.98967547197597,0.0991846654358119,21800.2228668728,17948.7741643203,26478.1155913174,21364.2,0.102432069863462,9.96947190295862,0.102164898465457,17487.3384601118,26100.5436980078
"23","other_skates_one","GOA","biomass_pred",2012,10.1492959299553,0.275587671990927,25573.0906196695,14900.5591529027,43889.8270280298,NA,NA,NA,NA,NA,NA
"24","other_skates_one","GOA","biomass_pred",2013,10.3089163879347,0.110033159331464,29998.9118384476,24179.376995119,37219.1025299212,30704.8,0.114644225698167,10.3321742731452,0.114270183225397,24543.659462943,38412.5580157863
"25","other_skates_one","GOA","biomass_pred",2014,10.218077573624,0.276200487639398,27393.9529735621,15942.3531247992,47071.3861149142,NA,NA,NA,NA,NA,NA
"26","other_skates_one","GOA","biomass_pred",2015,10.1272387593134,0.103950705777931,25015.196003075,20404.2628210925,30668.1028645342,25185.7,0.108211071582512,10.1340316521155,0.10789628705313,20385.0856206948,31116.8418074263
"27","other_skates_one","GOA","biomass_pred",2016,9.95435071675831,0.277585403087756,21043.5781542599,12213.4529507234,36257.7383579487,NA,NA,NA,NA,NA,NA
"28","other_skates_one","GOA","biomass_pred",2017,9.78146267420326,0.122519331195926,17702.526955216,13923.4423371168,22507.3263502337,17819.5,0.129747926050719,9.78804864226977,0.12920678854384,13832.9400934313,22954.95954622
"29","other_skates_one","GOA","biomass_pred",2018,9.55310162626357,0.281516210188522,14088.3236908397,8113.94928330507,24461.6841303482,NA,NA,NA,NA,NA,NA
"30","other_skates_one","GOA","biomass_pred",2019,9.32474057832388,0.13740285495757,11212.007467634,8564.97019792745,14677.1218754153,10736.3,0.146095377685015,9.28138580218916,0.145324703128878,8075.21374728537,14274.3141293008
"31","other_skates_one","GOA","biomass_pred",2020,9.3850423160383,0.286739908216562,11908.9121151234,6788.88790572242,20890.3416487682,NA,NA,NA,NA,NA,NA
"32","other_skates_one","GOA","biomass_pred",2021,9.44534405375272,0.161669537497969,12649.1342585289,9213.98375908246,17364.9749851766,13330.4,0.177488054452139,9.49780242022441,0.176113604344132,9439.19611800397,18825.7095136589
"33","other_skates_one","GOA","biomass_pred",2022,9.26781849936778,0.288149815435773,10591.6210376344,6021.28059415357,18630.992934258,NA,NA,NA,NA,NA,NA
"34","other_skates_one","GOA","biomass_pred",2023,9.09029294498284,0.146278108195605,8868.78373744976,6658.12452612353,11813.4355512644,8617.1,0.151872891376937,9.06150388013936,0.151007914496639,6409.48245461545,11585.0870855461
"35","other_skates_one","GOA","biomass_pred",2024,9.09029294498284,0.402507934333565,8868.78373744976,4029.47708201343,19519.9832089258,NA,NA,NA,NA,NA,NA
"36","other_skates_one","GOA","biomass_pred",2025,9.09029294498284,0.550116341754779,8868.78373744976,3017.2006030088,26068.9743012835,NA,NA,NA,NA,NA,NA
