Expanded Fishery Code,Fishery Name,Mgmt Program Code,Mgmt Program Name,ADFG Region Code,Port Name,Gear Code,Species Code,Species Name,Stat Area,DOL Month,DOL Year,Date of Landing,Port,Gear Name,Disposition Code,Disposition Name,Delivery Condition Code,Delivery Condition Name,Whole Weight (lbs),Discard at Sea,Region,Mgt Area District,Management Area Desc,Waters,NMFS Area
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,702,"skate, big",476003,4,2017,4/1/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,52.5,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,702,"skate, big",476008,4,2017,4/1/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,52.5,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,702,"skate, big",476009,4,2017,4/1/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,52.5,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Cordova,61,701,"skate, longnose",476007,4,2017,4/1/2017,COR,Longline,60,Sold,01,Whole fish/food fish,142.5,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Cordova,61,701,"skate, longnose",476008,4,2017,4/1/2017,COR,Longline,60,Sold,01,Whole fish/food fish,142.5,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",466033,4,2017,4/1/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,182,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",466033,4,2017,4/1/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,34,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",476004,4,2017,4/1/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,183,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",476004,4,2017,4/1/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,56,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",486033,4,2017,4/1/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,91,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",486033,4,2017,4/1/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,17,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,701,"skate, longnose",476003,4,2017,4/6/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,292,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,701,"skate, longnose",476003,4,2017,4/6/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,9,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,701,"skate, longnose",466003,4,2017,4/14/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,32.4,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,701,"skate, longnose",476032,4,2017,4/14/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,39.6,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,702,"skate, big",466003,4,2017,4/14/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,49.95,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,702,"skate, big",466003,4,2017,4/14/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,11.25,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,702,"skate, big",476032,4,2017,4/14/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,61.05,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,702,"skate, big",476032,4,2017,4/14/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,13.75,No,2,PWSI,Prince William Sound,STATE,649
C 5BE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 60', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Seward,61,701,"skate, longnose",476005,4,2017,4/28/2017,SEW,Longline,60,Sold,01,Whole fish/food fish,141.9,No,2,PWSI,Prince William Sound,STATE,649
C 5BE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 60', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Seward,61,701,"skate, longnose",476032,4,2017,4/28/2017,SEW,Longline,60,Sold,01,Whole fish/food fish,73.1,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",476032,4,2017,4/28/2017,COR,Longline,60,Sold,01,Whole fish/food fish,74,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Whittier,61,702,"skate, big",476031,4,2017,4/29/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,56.43,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Whittier,61,702,"skate, big",476031,4,2017,4/29/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,2.31,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Whittier,61,702,"skate, big",476033,4,2017,4/29/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,56.43,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Whittier,61,702,"skate, big",476033,4,2017,4/29/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,2.31,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Whittier,61,702,"skate, big",486031,4,2017,4/29/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,58.14,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Whittier,61,702,"skate, big",486031,4,2017,4/29/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,2.38,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,701,"skate, longnose",476031,4,2017,4/29/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,14.52,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,701,"skate, longnose",476031,4,2017,4/29/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,43.89,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,701,"skate, longnose",476033,4,2017,4/29/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,14.52,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,701,"skate, longnose",476033,4,2017,4/29/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,43.89,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,701,"skate, longnose",486031,4,2017,4/29/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,14.96,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Whittier,61,701,"skate, longnose",486031,4,2017,4/29/2017,WHT,Longline,62,Overage,01,Whole fish/food fish,45.22,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",456031,5,2017,5/6/2017,COR,Longline,60,Sold,01,Whole fish/food fish,14,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",466003,5,2017,5/6/2017,COR,Longline,60,Sold,01,Whole fish/food fish,118,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",466003,5,2017,5/6/2017,COR,Longline,62,Overage,01,Whole fish/food fish,5,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Cordova,61,702,"skate, big",466003,5,2017,5/6/2017,COR,Longline,60,Sold,01,Whole fish/food fish,131,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",466031,5,2017,5/11/2017,COR,Longline,60,Sold,01,Whole fish/food fish,3.05,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",466033,5,2017,5/11/2017,COR,Longline,60,Sold,01,Whole fish/food fish,57.95,No,2,PWSI,Prince William Sound,STATE,649
C 5CE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 50', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",476034,5,2017,5/15/2017,COR,Longline,60,Sold,01,Whole fish/food fish,243,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",466032,5,2017,5/27/2017,COR,Longline,60,Sold,01,Whole fish/food fish,152.4,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",466032,5,2017,5/27/2017,COR,Longline,62,Overage,01,Whole fish/food fish,59.6,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",466033,5,2017,5/27/2017,COR,Longline,60,Sold,01,Whole fish/food fish,152.4,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",466033,5,2017,5/27/2017,COR,Longline,62,Overage,01,Whole fish/food fish,59.6,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",476031,5,2017,5/27/2017,COR,Longline,60,Sold,01,Whole fish/food fish,38.1,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",476031,5,2017,5/27/2017,COR,Longline,62,Overage,01,Whole fish/food fish,14.9,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",476034,5,2017,5/27/2017,COR,Longline,60,Sold,01,Whole fish/food fish,38.1,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",476034,5,2017,5/27/2017,COR,Longline,62,Overage,01,Whole fish/food fish,14.9,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",476003,7,2017,7/14/2017,SEW,Longline,60,Sold,01,Whole fish/food fish,227,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,700,"skate, other",466031,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,1.4,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,700,"skate, other",466032,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,4,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,700,"skate, other",476003,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,1.8,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,700,"skate, other",476004,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,2,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,700,"skate, other",476006,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,0.6,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,700,"skate, other",476007,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,1.2,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,700,"skate, other",476031,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,0.8,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,700,"skate, other",476032,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,0.2,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,700,"skate, other",476035,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,2.6,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,700,"skate, other",486034,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,0.8,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,701,"skate, longnose",466031,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,127.75,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,701,"skate, longnose",466032,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,365,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,701,"skate, longnose",476003,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,164.25,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,701,"skate, longnose",476004,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,182.5,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,701,"skate, longnose",476006,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,54.75,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,701,"skate, longnose",476007,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,109.5,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,701,"skate, longnose",476031,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,73,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,701,"skate, longnose",476032,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,18.25,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,701,"skate, longnose",476035,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,237.25,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,701,"skate, longnose",486034,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,73,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,702,"skate, big",466031,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,64.75,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,702,"skate, big",466032,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,185,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,702,"skate, big",476003,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,83.25,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,702,"skate, big",476004,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,92.5,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,702,"skate, big",476006,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,27.75,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,702,"skate, big",476007,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,55.5,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,702,"skate, big",476031,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,37,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,702,"skate, big",476032,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,9.25,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,702,"skate, big",476035,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,120.25,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,702,"skate, big",486034,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,37,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,704,"skate, Aleutian",466031,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,2.1,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,704,"skate, Aleutian",466032,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,6,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,704,"skate, Aleutian",476003,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,2.7,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,704,"skate, Aleutian",476004,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,3,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,704,"skate, Aleutian",476006,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,0.9,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,704,"skate, Aleutian",476007,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,1.8,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,704,"skate, Aleutian",476031,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,1.2,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,704,"skate, Aleutian",476032,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,0.3,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,704,"skate, Aleutian",476035,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,3.9,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",TEST,Test fishery,2,Cordova,61,704,"skate, Aleutian",486034,7,2017,7/21/2017,COR,Longline,98,Disc at sea,01,Whole fish/food fish,1.2,Yes,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",466032,8,2017,8/9/2017,COR,Longline,60,Sold,01,Whole fish/food fish,125,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Cordova,61,701,"skate, longnose",466033,8,2017,8/9/2017,COR,Longline,60,Sold,01,Whole fish/food fish,375,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Whittier,61,701,"skate, longnose",476031,8,2017,8/18/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,88,No,2,PWSI,Prince William Sound,STATE,649
B 06B,"HALIBUT, LONGLINE VL UNDER 60', STATEWIDE",IFQ,Individual Fishing Quota,2,Whittier,61,701,"skate, longnose",476031,8,2017,8/18/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,88,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Seward,61,701,"skate, longnose",476003,11,2017,11/4/2017,SEW,Longline,60,Sold,01,Whole fish/food fish,290,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",OA,Open Access,2,Seward,61,701,"skate, longnose",476003,11,2017,11/4/2017,SEW,Longline,62,Overage,01,Whole fish/food fish,103,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",476003,11,2017,11/4/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,327,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",476032,11,2017,11/4/2017,WHT,Longline,60,Sold,01,Whole fish/food fish,327,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",476003,1,2018,1/1/2018,WHT,Longline,60,Sold,01,Whole fish/food fish,201.3,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",476006,1,2018,1/1/2018,WHT,Longline,60,Sold,01,Whole fish/food fish,234.85,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",OA,Open Access,2,Whittier,61,701,"skate, longnose",476032,1,2018,1/1/2018,WHT,Longline,60,Sold,01,Whole fish/food fish,234.85,No,2,PWSI,Prince William Sound,STATE,649
